h	r	t
74570334162	0	120302
4713030000000	0	530105
4905340000000	0	510530
20549916	0	711601
20513207	0	760553
20512835	0	540201
24000012054	0	100501
78895720051	0	110136
4713380000000	0	100105
89782000750	0	100205
20563196	0	560517
20562960	0	560317
20570781	0	540209
20279417	0	520324
8413970000000	0	110114
4905600000000	0	520433
78895123012	0	110122
66592001405	0	110514
4973340000000	0	100205
70501856628	0	300703
2280120000000	0	300422
20569006	0	710301
4712710000000	0	500305
20459680	0	520308
20062514	0	760219
65300010807	0	300702
4901930000000	0	100307
20557362	0	731106
20562595	0	760302
382256000000	0	590204
50853991	0	100108
75272068164	0	520102
20435219	0	500112
20566609	0	320403
20537487	0	720311
20553760	0	500901
20555337	0	712201
20532369	0	510539
8852030000000	0	110714
20570491	0	712201
20570071	0	710703
20543877	0	500501
4901410000000	0	100516
20519797	0	321003
27000650691	0	110113
20414764	0	740104
20568740	0	751101
20055301	0	540204
8992720000000	0	100431
20215477	0	130206
20571085	0	130317
20561437	0	751201
4001930000000	0	500303
8420460000000	0	520137
89269000624	0	720502
71691773030	0	520402
20512897	0	540115
4713370000000	0	110406
74804004052	0	720509
20537715	0	720136
20537449	0	720226
4731570000000	0	720217
20514792	0	760402
4965530000000	0	510202
9311010000000	0	100212
82984258189	0	300501
15000049164	0	560401
15000021221	0	560401
20179335	0	320402
52678001001	0	560345
15000021245	0	560401
15000012120	0	560401
20524951	0	710605
20180560	0	320503
4904030000000	0	100217
20558055	0	510412
20548988	0	730718
20544737	0	520105
20406295	0	760136
20548537	0	710501
4712910000000	0	100323
20460662	0	320201
20512651	0	712201
20504793	0	320404
20205133	0	470601
20540098	0	760402
706460000000	0	500804
20431655	0	520314
6925780000000	0	711304
20538514	0	720507
41143024690	0	100302
44738018456	0	110703
20553807	0	501002
20447113	0	710301
20403522	0	760577
20403539	0	760577
20452636	0	540206
20197872	0	500323
20524760	0	760512
84501861728	0	100205
20570552	0	750101
20521387	0	760586
4514780000000	0	530410
89782010841	0	100201
5503160000000	0	760901
4718260000000	0	560401
20529253	0	760530
20524654	0	760520
20564599	0	540101
20086480	0	760201
20000105093	0	110505
4718020000000	0	760165
20149802	0	500903
20394721	0	300418
4714810000000	0	560109
20149833	0	500903
20525804	0	320411
78895800319	0	110136
4719610000000	0	761111
4714250000000	0	760528
4902720000000	0	560402
20360207	0	760569
2100010000000	0	760922
20544713	0	520120
20514730	0	510501
20419431	0	320401
20090999	0	760214
20493738	0	760201
45032295	0	300806
20566227	0	720219
76277109326	0	110510
20568634	0	750101
27807250117	0	100414
20517922	0	540207
20495060	0	540606
20507404	0	540601
15000760946	0	560349
8855590000000	0	100205
20179489	0	320402
20549602	0	711501
20373931	0	540209
20540265	0	590515
20435950	0	760183
20560799	0	760734
20494940	0	540206
20565114	0	540617
20510725	0	540209
20425050	0	540101
20518264	0	540209
20558529	0	540206
20526931	0	540206
20510244	0	540209
20369460	0	540206
20544744	0	520142
20543464	0	540110
4956750000000	0	510313
4712270000000	0	761112
20568863	0	760943
20549893	0	760951
20557812	0	760702
20553159	0	760705
20533762	0	320606
20435820	0	730312
20526634	0	321303
20526566	0	321303
20556464	0	320501
81824202016	0	110509
35496007677	0	720502
4007260000000	0	510326
20406394	0	760942
20568849	0	760917
20549992	0	760305
20548834	0	711601
20537326	0	720101
51000133496	0	110508
20537654	0	720226
20543754	0	321305
4712010000000	0	100112
4717040000000	0	720226
51131763418	0	500542
751539000000	0	720312
20545833	0	510539
5011360000000	0	500514
4968060000000	0	730708
20228422	0	760631
20228392	0	760631
4713290000000	0	130315
20543112	0	740104
20544935	0	520139
5066590000000	0	570204
20519612	0	320704
20533939	0	320402
20558598	0	540206
20550417	0	720131
89269000013	0	720502
26333002108	0	500806
20411503	0	500534
20549312	0	320403
20347970	0	320205
20100933	0	540218
20543938	0	760659
20160180	0	320202
9400100000000	0	100605
41554680492	0	300612
20558154	0	320501
20521585	0	320501
20548995	0	730718
20550240	0	720118
20572013	0	100102
20554040	0	320501
20554088	0	320501
20566562	0	320403
4032970000000	0	720507
616623000000	0	720501
20537425	0	720207
20568702	0	750106
20518295	0	540207
20373887	0	540209
20494599	0	760520
82228266215	0	560517
20571979	0	320501
20521400	0	760519
20557799	0	760702
4718800000000	0	100608
20529178	0	540202
4892790000000	0	100103
20535261	0	712701
702135000000	0	590203
37000632511	0	500203
20505714	0	711602
4714320000000	0	530212
20510138	0	760915
20559762	0	760230
20570965	0	130317
20510114	0	760586
8805550000000	0	300422
4710830000000	0	100413
20513399	0	760569
20446017	0	321302
20458157	0	321302
20366407	0	530104
20559373	0	510539
41554616583	0	300612
20563530	0	751201
20076887	0	300101
20562946	0	500901
4718920000000	0	760681
20532529	0	760655
20537500	0	720224
20513887	0	320402
20373726	0	540206
79191006092	0	720512
44738102353	0	110705
44738102384	0	110705
20565510	0	712505
11111371644	0	530304
20533984	0	320402
20347864	0	320402
44738018432	0	110703
71463033027	0	560328
20540784	0	730804
8850630000000	0	510201
20072094	0	300201
20277659	0	760647
20454326	0	300410
20559908	0	760583
74603003102	0	110401
20228651	0	760631
20336929	0	500102
20459697	0	520308
4902680000000	0	100310
20568801	0	760951
20521059	0	500707
20563271	0	560517
82228266246	0	560517
4002430000000	0	760507
74570334186	0	120302
83851204315	0	100608
20452803	0	540206
4715600000000	0	520325
20525583	0	540206
20149864	0	500903
20494094	0	760675
4713910000000	0	720310
20561598	0	720122
41608874464	0	530104
20544423	0	711201
4716580000000	0	530404
20521257	0	710501
9556060000000	0	100212
20553098	0	760638
20559748	0	760115
41554687507	0	300606
20560676	0	760302
20532420	0	760163
20547967	0	540222
20547974	0	540209
20411916	0	520472
34000312177	0	100434
20511944	0	540116
20513016	0	760554
71691778912	0	520401
20526627	0	321303
20526573	0	321303
20510190	0	560109
20062118	0	760641
20561581	0	760561
20513108	0	760549
20529420	0	760221
20564117	0	320501
20571795	0	320402
20571801	0	320501
4970030000000	0	100106
20521301	0	712504
20512866	0	540107
88442044	0	720507
20558819	0	760402
20509958	0	540206
4902530000000	0	711201
20564148	0	760301
4715520000000	0	731009
20551018	0	711701
20403546	0	760577
20403515	0	760577
20570859	0	130317
20277406	0	760653
20076801	0	300101
20565831	0	731302
20426040	0	500501
20560119	0	130206
20506797	0	320501
20523169	0	320104
20523077	0	320403
20360016	0	760586
20496494	0	540210
20351489	0	320402
20351359	0	320402
4713180000000	0	100306
20537340	0	720303
20445966	0	321305
41554555462	0	300602
20542948	0	740304
20571122	0	130317
20571047	0	130317
20546243	0	520311
20531546	0	320402
20544300	0	320507
20509231	0	730708
8888860000000	0	300807
20459765	0	520311
20553395	0	320501
20553371	0	320402
20524852	0	760205
20565640	0	540218
20570460	0	713901
20356781	0	300418
4717700000000	0	761112
20570897	0	130317
20561383	0	751203
20562380	0	751203
20561369	0	751202
34000025510	0	100205
76174644548	0	730103
20546427	0	320201
20562762	0	500405
20537418	0	720137
20559885	0	760205
92691054547	0	100301
92691014541	0	100301
20436902	0	570309
20401320	0	510411
20542030	0	540617
6923490000000	0	300603
41554568851	0	300609
20352615	0	530602
30986036212	0	720502
20530716	0	760553
12587609736	0	500311
4715930000000	0	760524
41554696332	0	300602
41554628456	0	300604
20338510	0	320403
20415457	0	320401
20181734	0	320501
20180850	0	320501
20087760	0	760219
78698134819	0	720502
20560515	0	501002
20564896	0	320510
20568467	0	320507
20373597	0	320403
20545789	0	760183
20452315	0	540228
20373764	0	540206
20363765	0	540224
65300007715	0	300702
65300011088	0	300709
4901150000000	0	110601
20570927	0	130317
4977820000000	0	100325
20568658	0	750101
20458225	0	320501
20523329	0	740805
20470036	0	720205
20565053	0	540602
20521905	0	540617
20533632	0	540617
20370244	0	540606
20521974	0	540617
5099840000000	0	510539
20553463	0	510512
8006040000000	0	510512
20571016	0	130317
20450793	0	320402
6923980000000	0	760505
20515508	0	500509
34000052004	0	100405
71463032020	0	560304
4102960000000	0	560117
20519858	0	320704
35496003877	0	720502
20087739	0	760227
37000802068	0	530212
20411824	0	760171
20505066	0	760569
20565442	0	712701
4716040000000	0	570308
20565770	0	510204
20562687	0	751207
20566678	0	320403
20564780	0	760716
20566586	0	320403
8424420000000	0	110114
37000379010	0	530112
8801150000000	0	560201
20566623	0	320403
20541057	0	540114
81824202023	0	110509
4511390000000	0	100205
20467302	0	320501
20555115	0	320501
20397715	0	320402
4718240000000	0	110102
20533717	0	320602
20555917	0	510105
20523121	0	320104
4901510000000	0	100112
20373863	0	540209
20569105	0	712201
8850890000000	0	110706
20553081	0	760308
20553111	0	760638
20542979	0	740207
20524838	0	760208
20565046	0	540602
20543051	0	740401
20562786	0	500335
20556983	0	320501
20566135	0	320403
20568900	0	320501
65300050407	0	530110
20528973	0	760583
20067779	0	540203
20453442	0	710803
20558505	0	540213
71153653368	0	720507
4536140000000	0	560322
20351465	0	320402
20458188	0	321302
20500887	0	570212
20568580	0	710203
20552978	0	760582
20566180	0	720215
20552985	0	760172
20555375	0	712201
20509859	0	540209
20394752	0	300418
20510060	0	540218
47400179349	0	300801
26333009664	0	500806
20424046	0	520234
20565411	0	712501
20571993	0	761115
3036420000000	0	590507
3179730000000	0	100505
20522636	0	710502
20546281	0	540101
20546274	0	540101
20423827	0	714010
20559670	0	760109
8410030000000	0	530605
20506766	0	320501
20553425	0	590108
20521516	0	320501
20557904	0	320501
20301149	0	730312
35000553416	0	530104
20255053	0	320501
8851810000000	0	110713
20559892	0	760226
20529079	0	760226
5410980000000	0	100102
20570545	0	751101
8850620000000	0	110707
20091057	0	760214
15000760571	0	590501
4717340000000	0	760642
20425999	0	710202
20491581	0	320402
20539221	0	320501
4910230000000	0	590515
20561253	0	751204
49108361	0	100503
20148706	0	500903
41554562422	0	300712
20506131	0	760535
20496166	0	760535
20519377	0	320104
20565718	0	540209
41554683288	0	300604
41554628708	0	300604
41554628487	0	300604
41554696455	0	300602
41554698060	0	300604
41554689983	0	300604
41554696493	0	300602
20513078	0	760554
4975540000000	0	300711
20561284	0	751203
75531037917	0	520320
20559694	0	760109
41778817414	0	760919
20398583	0	520133
26333009053	0	500806
20543495	0	540110
20526764	0	321303
20470753	0	540101
20526702	0	321303
20076849	0	300101
20395360	0	300117
20556679	0	760145
20543914	0	760668
20513115	0	760564
20563394	0	730702
20568917	0	320501
20454500	0	300107
4717090000000	0	761102
20524807	0	760208
20559618	0	760205
48001271340	0	110513
20519698	0	320704
20460907	0	520437
4713360000000	0	760155
8410020000000	0	530605
20543778	0	321305
72944024008	0	530110
71409543641	0	530110
41554641844	0	300605
20529222	0	760209
20364595	0	520328
20301316	0	730312
20524791	0	760208
20360047	0	760587
4901460000000	0	300121
20564650	0	100308
70411073436	0	100309
44900130528	0	100308
44900670048	0	100308
3253560000000	0	730107
20570934	0	130317
4979210000000	0	510539
20091026	0	760214
20522209	0	715001
20072483	0	300111
20544560	0	540103
20510701	0	540209
8710550000000	0	110134
20428051	0	740807
20554859	0	720107
20534929	0	320402
20546410	0	320201
20560713	0	520448
71691773016	0	520402
20526733	0	321303
4714830000000	0	750102
20277673	0	760647
20565398	0	712501
15000761509	0	560336
15000761493	0	560336
20553920	0	320501
34000256402	0	100405
20057527	0	560342
71534502001	0	570206
20411534	0	300103
84501193317	0	100217
20565367	0	300604
35496003150	0	720504
20067724	0	540203
20553456	0	510512
20568726	0	751101
4974500000000	0	520144
20494391	0	760543
20559502	0	300709
4002020000000	0	300709
654862000000	0	760904
20525675	0	540214
20069162	0	501002
4964810000000	0	520113
49108347	0	100503
62558210003	0	100442
4902450000000	0	100205
8710440000000	0	100432
20570835	0	130317
20539306	0	540110
20506551	0	320503
20454388	0	300418
20564315	0	730705
41554616064	0	300605
20310127	0	540201
4714270000000	0	760687
20537630	0	720226
20563400	0	730702
20561604	0	320501
51685000625	0	110136
20414757	0	740105
4713410000000	0	711203
20379070	0	470206
20525149	0	711801
20545413	0	540218
78895124002	0	110333
20171612	0	760101
20459673	0	520308
20459901	0	520311
20479893	0	540310
71153666535	0	720502
50819423	0	100108
20545857	0	510114
20171629	0	760115
4719800000000	0	100605
20075811	0	300412
41554641981	0	300605
37000445333	0	100312
20563592	0	320510
20460983	0	540219
4903940000000	0	100111
26333005451	0	500807
20179144	0	320402
20565626	0	730704
20552961	0	730502
41554690132	0	300604
41554690002	0	300604
20308087	0	130205
20545420	0	540101
20515201	0	320402
8887620000000	0	520425
20509835	0	540209
20563585	0	320510
20540524	0	320402
20456221	0	320402
20009229	0	501102
20421168	0	320407
20450847	0	320507
41554693591	0	300605
78895120318	0	110136
78895122046	0	110136
20565015	0	710501
381510000000	0	300422
4515360000000	0	560102
20411893	0	520227
20531645	0	320402
20356910	0	300418
15000014018	0	560401
20559823	0	760201
4718960000000	0	760165
20392659	0	530205
31353043130	0	110707
20558369	0	730604
4712580000000	0	100443
44738045360	0	110713
20444778	0	720107
29916815232	0	110336
78722074494	0	130109
29916812187	0	100312
20392635	0	530205
20459789	0	520311
20347994	0	320205
20571146	0	750106
20515256	0	320501
8850210000000	0	110707
20570958	0	130317
20570477	0	715609
2110120000000	0	711409
8850420000000	0	110707
20450526	0	320501
20465575	0	730804
20508975	0	320507
20531690	0	320507
48011140025	0	730320
81900020015	0	100205
20554835	0	720217
71463021543	0	560517
20512972	0	760553
78895120677	0	110137
20559632	0	760212
20515768	0	750802
20565374	0	300609
9415040000000	0	720226
20566166	0	720212
20160296	0	320203
20460266	0	560518
78334034183	0	100418
20565701	0	540209
20467258	0	320501
20562472	0	751206
20565756	0	510539
20541705	0	760302
71463016051	0	560307
4712530000000	0	560204
20561550	0	751205
20559809	0	760221
4906870000000	0	110403
4715690000000	0	500804
20543143	0	740104
50458059	0	530126
41554689952	0	300604
41554689990	0	300604
20540111	0	320402
20247546	0	320503
20222604	0	320501
4972570000000	0	760235
5010610000000	0	720104
20565466	0	715001
20553715	0	760625
20494179	0	760209
20561123	0	760707
20529192	0	760209
20559779	0	760235
20494476	0	760406
20561314	0	751203
20561307	0	751203
20459659	0	520311
20524821	0	760205
20421960	0	760577
4714520000000	0	300712
20507169	0	320202
20090685	0	760210
20090852	0	760210
20568368	0	320402
20510749	0	540209
41554641974	0	300605
20510732	0	540209
20086350	0	760539
20495053	0	540606
4717150000000	0	711601
20457884	0	321101
20558567	0	540224
20543334	0	560323
8714460000000	0	300711
26333002153	0	500806
26333002146	0	500806
26333006373	0	500807
20323196	0	540201
4719490000000	0	300709
726161000000	0	520133
20373658	0	540206
4898990000000	0	100205
20428921	0	760167
2380330000000	0	100427
4715270000000	0	760163
40508383113	0	760702
4712210000000	0	100113
20545079	0	320501
26333009459	0	500804
9771560000000	0	760155
20458256	0	320501
20062286	0	760653
20499594	0	320402
20480349	0	590522
70501852736	0	300709
20529130	0	760524
20094805	0	760506
52742817804	0	500804
4714140000000	0	530205
71463017102	0	560343
20531706	0	320402
20495619	0	320501
20559649	0	760109
20570729	0	320501
20548551	0	712504
4015000000000	0	300504
79191007211	0	720507
20565725	0	540209
20571405	0	470702
20067755	0	540203
20568856	0	760904
20452834	0	540201
39101029405	0	720310
20159702	0	320201
20543082	0	740106
20543532	0	110122
20520663	0	780510
78895120295	0	110136
20489328	0	730715
20566104	0	320403
4945790000000	0	530410
20570804	0	540204
37000939672	0	530301
70950643008	0	510522
4714370000000	0	300420
34000154012	0	100102
8004800000000	0	100213
20555306	0	760563
20449926	0	320402
20321857	0	320402
20555498	0	711305
4712000000000	0	100426
8015020000000	0	510512
79298300086	0	300709
70501853030	0	300702
20092696	0	760208
9310140000000	0	120303
20461072	0	760104
20555856	0	510408
71463033324	0	560322
45050459	0	470211
4902940000000	0	100319
4947680000000	0	760111
4714460000000	0	520402
9771610000000	0	760155
20513061	0	760554
20560775	0	760739
20367763	0	760623
20563806	0	320501
20450571	0	320507
20421151	0	320407
20570439	0	320501
20568474	0	320501
20570736	0	320501
20563738	0	320401
20492205	0	320501
20519919	0	321003
47400115262	0	300801
41554616682	0	300605
20342647	0	320507
41554641837	0	300605
20459949	0	520309
20522568	0	320502
20456702	0	540205
20571153	0	751101
20571160	0	751101
41554697827	0	300606
20460631	0	300424
20561536	0	750101
4717370000000	0	731009
20367770	0	760686
50458011	0	530126
82228266123	0	560517
20495084	0	540606
74570006007	0	120301
4972330000000	0	110404
4901100000000	0	110405
20383541	0	520314
20568795	0	760951
20456665	0	720137
5010320000000	0	720507
20559045	0	730719
4905310000000	0	520304
20564803	0	760592
20543020	0	740104
20529499	0	520314
20566708	0	320403
4970430000000	0	760505
93818004353	0	760506
20569174	0	711305
20468040	0	540217
20570811	0	540201
20532468	0	760503
26333002771	0	500806
20562427	0	751206
20373733	0	540206
20494728	0	760643
4893150000000	0	560515
26333006243	0	500807
20509484	0	750902
20494759	0	760541
20519841	0	320704
757438000000	0	300610
20519452	0	320108
20511937	0	540228
8004030000000	0	110114
4931570000000	0	720129
82228266086	0	560517
20563189	0	560517
20495077	0	540606
20556471	0	540218
20062149	0	760641
20558383	0	730604
50019724	0	500903
4718520000000	0	761102
20541613	0	710101
4716080000000	0	510121
4710650000000	0	100433
20076863	0	300101
20403638	0	720225
4714170000000	0	120115
20351397	0	320402
20559854	0	760221
77043100400	0	300704
41554641172	0	300604
41554641202	0	300604
4718380000000	0	570314
89269000471	0	720515
39101029429	0	720310
20570606	0	715609
20494186	0	760209
20565992	0	590202
20565497	0	712505
70501062401	0	300709
25985040155	0	300712
20571580	0	560517
20571689	0	560513
20301071	0	730312
20418977	0	320501
20369309	0	501005
20562496	0	751206
20160210	0	320203
65300001713	0	300711
20564155	0	760301
20525156	0	711901
20359072	0	730702
4712440000000	0	510401
20564636	0	751101
20571856	0	300210
20537388	0	720226
309971000000	0	300702
20562489	0	751206
20565107	0	540617
4713970000000	0	500102
74570334223	0	120302
10742201818	0	300716
41554690149	0	300604
20519438	0	320108
20570842	0	130317
20514624	0	320510
4717520000000	0	711801
41554686265	0	300604
73102363540	0	720507
20491628	0	320501
20537470	0	720311
41554680508	0	300612
49888126	0	100403
20450489	0	320404
20521486	0	320510
20564629	0	751101
20543747	0	321305
20514938	0	720303
20530662	0	540107
41554558623	0	300602
20495442	0	760224
84501112318	0	100217
20279479	0	520324
20571443	0	560311
20092740	0	760208
85081552280	0	540101
840004000000	0	100306
20416515	0	760194
41554616033	0	300605
41554692891	0	300605
20420338	0	760220
20495794	0	500534
4525610000000	0	300711
20123840	0	760653
4940690000000	0	110403
20537227	0	720135
20562991	0	760402
20513252	0	760170
2110000000000	0	710604
8888560000000	0	100205
20405496	0	760502
20565220	0	760226
20565244	0	760214
20510275	0	540219
4715900000000	0	760550
20424053	0	520113
20398446	0	720109
4717810000000	0	110102
89269000402	0	720506
20560539	0	501002
20487614	0	540211
20526542	0	321303
20555627	0	711305
20454494	0	300118
41554616620	0	300605
39101046440	0	720502
20566432	0	560343
26333007905	0	500806
20566043	0	590105
20493547	0	760205
3557490000000	0	520319
4021500000000	0	130109
26333004119	0	500807
41554618563	0	300608
4971030000000	0	590501
20542597	0	300904
71943717218	0	110504
20055332	0	540204
20559717	0	760109
20562755	0	760735
20386405	0	730312
20393427	0	500901
20500528	0	712701
4902830000000	0	100515
20419400	0	320403
20459796	0	520311
89269000648	0	720506
20495510	0	760201
20500894	0	570212
20570514	0	720402
82228266321	0	560517
20217266	0	520105
20548964	0	730718
20494889	0	540217
5411040000000	0	720507
20540081	0	760402
77043102343	0	300702
74570334124	0	120302
20459871	0	520309
20570637	0	510428
20076252	0	590303
20550387	0	720131
20159900	0	320102
75272068362	0	520102
75272068348	0	520102
20555849	0	510529
20537586	0	720410
20229535	0	760631
20408923	0	760631
20229542	0	760631
20543815	0	321302
20543730	0	321305
15000761707	0	560322
4717870000000	0	120115
20411428	0	720402
20494797	0	760226
20564308	0	760576
20512620	0	712201
20563172	0	560517
20369903	0	540605
20563417	0	730702
20566203	0	720219
20519568	0	320104
20494667	0	760208
20544393	0	710202
20519681	0	321308
20526740	0	321303
20556624	0	710101
20410933	0	320201
20524067	0	710301
6924320000000	0	760597
20351731	0	320401
20348403	0	320406
20159696	0	320201
20519391	0	320104
20216559	0	500903
39101046242	0	720504
20553692	0	760625
20571368	0	713901
9000100000000	0	530105
20543761	0	321305
39101046174	0	720504
41554615937	0	300612
20571320	0	140803
20571245	0	140803
20493912	0	760538
20524203	0	540606
799227000000	0	760618
41554615357	0	300604
20547028	0	760516
20373771	0	540206
20524623	0	760659
20423643	0	320201
20345716	0	320201
4964550000000	0	530220
20512996	0	760535
20529109	0	760163
20529116	0	760115
4711940000000	0	520502
20467210	0	570308
20467234	0	570308
3504110000000	0	560117
309972000000	0	300702
65300010821	0	300702
20426071	0	760119
20544317	0	320402
20554545	0	320501
20535032	0	320501
20556112	0	760503
20561574	0	510114
20512880	0	540204
20301125	0	730312
20515096	0	710202
17000005119	0	530409
20531775	0	720135
20530693	0	760111
4714790000000	0	760517
4009750000000	0	540407
20570163	0	320411
20180553	0	320503
70501856543	0	300702
20454425	0	300414
20563721	0	320201
41554618594	0	300608
70501012604	0	300704
369481000000	0	300712
20559038	0	730714
20352196	0	780510
20570132	0	711702
20511678	0	300604
20537692	0	720109
4970130000000	0	760223
20546328	0	320402
20550080	0	320402
20568429	0	320402
20493820	0	760505
37000445098	0	100312
6417360000000	0	500705
20556419	0	510512
20555283	0	730708
20217037	0	520419
20529000	0	760221
4891180000000	0	590305
20544201	0	500901
20514761	0	560341
8853060000000	0	110716
20544539	0	510103
15000021214	0	560401
20446208	0	740105
20543228	0	740104
20570149	0	710704
20509910	0	540104
4719290000000	0	760938
4714720000000	0	520503
20545574	0	540218
20568962	0	760132
39101046884	0	720516
4006480000000	0	590515
47108608	0	100108
4717170000000	0	300702
84501824327	0	100205
74570002047	0	120301
20539542	0	540617
20361198	0	540606
20361181	0	540606
20548094	0	711103
20480035	0	730705
20556105	0	760503
20559878	0	760205
20092788	0	760208
20555948	0	731202
20563813	0	760952
20509941	0	540206
20499648	0	320201
20148997	0	500903
37000323686	0	530403
20495459	0	760172
955625000000	0	100414
26333002092	0	500806
20555962	0	731302
20429041	0	320510
20499747	0	320501
20562441	0	751206
20562519	0	751202
20160319	0	320203
4917860000000	0	530116
20485757	0	711203
20246914	0	320202
20564698	0	590208
20559496	0	300712
20527570	0	540113
70177076948	0	100432
20553838	0	501002
82984258660	0	300501
20541606	0	730502
4002310000000	0	100102
20508890	0	320501
20550325	0	320501
20548827	0	710604
20553265	0	711702
20565145	0	540617
4716940000000	0	550716
20513641	0	711701
3176570000000	0	130111
74570444007	0	120302
20228903	0	760631
20100711	0	540209
20559533	0	716101
20555603	0	711305
20470449	0	320104
26333008001	0	500807
26333007882	0	500807
20543105	0	740204
20309572	0	320402
41554698077	0	300604
41554690156	0	300604
20506841	0	540202
4974820000000	0	760591
20568788	0	760951
20539276	0	320306
20539115	0	320306
39101029122	0	720504
20396947	0	500901
2100060000000	0	760587
4713830000000	0	100109
20496524	0	540113
20546588	0	520473
71463033102	0	560349
20526559	0	321303
20526610	0	321303
39101046099	0	720502
31832105908	0	720504
4715590000000	0	100431
20444761	0	720107
20565336	0	760226
716221000000	0	100503
20512927	0	500901
20519742	0	320704
15000026080	0	560401
41554616156	0	300605
41554617306	0	300604
41554693607	0	300605
20560171	0	711201
20318253	0	501001
20345822	0	320201
4716070000000	0	130407
20553128	0	760308
730647000000	0	760734
20541590	0	730502
20555931	0	731202
71943747215	0	110504
20246891	0	320202
20561376	0	751203
20181703	0	320501
20159856	0	320102
71463033058	0	560328
41554697803	0	300606
20409159	0	300103
20416331	0	760577
20553296	0	712102
20506148	0	760211
20559786	0	760221
4712120000000	0	715001
20452674	0	540206
20455705	0	540101
20572129	0	320402
20561208	0	712001
20527082	0	540104
5702230000000	0	760553
20461478	0	320402
20400361	0	320501
8803170000000	0	760656
20116422	0	590106
20553708	0	760625
41554676686	0	300604
41554692914	0	300605
47108738	0	100108
20529123	0	540202
20543204	0	740207
20487584	0	540211
20446703	0	500901
20464011	0	320402
20510121	0	760915
20247676	0	320402
20508951	0	320402
20508845	0	320402
20558123	0	320402
20525743	0	320402
20467296	0	320501
20479336	0	320402
20562434	0	751206
49584080	0	110505
20453060	0	540201
20544614	0	540218
20325305	0	730312
52742679105	0	500803
20428044	0	740807
20373948	0	540209
20571184	0	750101
65300050438	0	530111
70501012307	0	300704
20062309	0	760614
20410957	0	320201
20494681	0	760662
20425098	0	540119
4970170000000	0	300422
20248147	0	470611
74570703074	0	120302
47107168	0	100113
71099006020	0	530114
92277600052	0	100323
20090067	0	760409
20532451	0	760503
5601060000000	0	300426
20452933	0	540203
76874006646	0	520437
20491635	0	320501
20229726	0	760631
20229696	0	760631
20539122	0	321302
20539139	0	321302
41554628630	0	300604
78895390025	0	110333
20404864	0	300416
4713100000000	0	100608
20568375	0	320402
78895700015	0	110136
71463022502	0	560517
20506780	0	320501
20457938	0	321101
20530754	0	760402
20515027	0	320801
4714210000000	0	100516
20459703	0	520308
20561628	0	320501
5413000000000	0	100610
26333009732	0	500806
20566173	0	720212
4716970000000	0	712201
20485252	0	730708
20553487	0	510512
2160050000000	0	320103
15000026318	0	560401
20518233	0	540207
89269004059	0	720515
20565558	0	760702
20558048	0	510530
20563257	0	560517
26333004300	0	500806
20494049	0	760675
4712840000000	0	300712
20571740	0	560517
20411909	0	520227
20545116	0	730604
41554641158	0	300604
20565404	0	712501
20009168	0	501102
20519490	0	320205
20457839	0	321101
20562854	0	760716
20550271	0	720102
4719060000000	0	720501
20519544	0	320108
4902600000000	0	530116
4901700000000	0	530116
20513351	0	760581
20560454	0	730708
20531102	0	730719
20509828	0	540222
20566036	0	590106
20540326	0	320101
20486303	0	730326
20561567	0	751205
20554668	0	320402
20555245	0	320501
20072476	0	300201
369482000000	0	300716
20180348	0	320503
20507176	0	320202
20403652	0	720101
20521424	0	760553
20403669	0	720101
20523084	0	320104
20450373	0	320402
20518004	0	540206
20370046	0	540615
20369958	0	540615
20542863	0	740104
4715150000000	0	500511
20392628	0	530205
41554533064	0	300606
20564667	0	590208
15000021009	0	560401
20558192	0	510110
20528409	0	540113
20423735	0	500321
37000304197	0	530120
41554689907	0	300604
41554521191	0	300606
20513344	0	760581
20559861	0	760202
20525248	0	500901
20568504	0	320501
20566692	0	320403
20568481	0	320501
20568412	0	320402
4713550000000	0	760302
4714890000000	0	110405
4715450000000	0	760155
9555020000000	0	510512
78895610024	0	110136
10742202112	0	300716
20568665	0	750101
26333004317	0	500806
20549305	0	320507
20570002	0	712701
41554696448	0	300602
20444068	0	760118
20419110	0	750101
20510268	0	540201
41554641943	0	300605
20561246	0	751204
29000074309	0	100306
20487577	0	540217
20494926	0	540217
20383961	0	320201
20000110370	0	110505
20544607	0	520137
20546304	0	540218
76174841077	0	730105
4716910000000	0	731009
20494513	0	760502
20392901	0	500901
20514181	0	500901
20566685	0	320403
20564926	0	320501
20541958	0	320501
20554033	0	320501
20339166	0	320402
20494827	0	760752
20180713	0	320503
20524708	0	760613
4717180000000	0	720116
20564674	0	590208
20564681	0	590208
4717200000000	0	500302
20459710	0	520308
20409180	0	300103
20570446	0	320501
20570422	0	320402
15000026097	0	560401
20540302	0	320101
20519735	0	320704
4941740000000	0	760108
20087401	0	760540
20568443	0	320402
20562908	0	510411
20561161	0	760716
20564735	0	590317
20452872	0	540224
75272068553	0	520102
20434274	0	540217
20435875	0	760183
20543235	0	740204
4717260000000	0	731010
20153137	0	560329
39101046259	0	720506
20570538	0	750106
20421953	0	760577
20408077	0	560339
35496006854	0	730307
20364571	0	520144
20555344	0	712201
20493998	0	760646
20557409	0	713102
20544683	0	320501
20549909	0	711901
20523893	0	760507
20517755	0	760504
20489793	0	760148
39047002012	0	100205
85081550873	0	540219
20494896	0	540217
41554615913	0	300605
41554641509	0	300609
20494629	0	760219
82228266253	0	560517
20062361	0	760653
